cve_id,risk_score,predicted_day_to_kev_quantile,description,vendorProject,product,vulnerabilityName
CVE-2025-64379,1.0,0.004240011226851852,,,,
CVE-2025-64336,1.0,0.004240011226851852,,,,
CVE-2025-64335,1.0,0.004240011226851852,,,,
CVE-2025-64334,1.0,0.004240011226851852,,,,
CVE-2025-64333,1.0,0.004240011226851852,,,,
CVE-2025-64332,1.0,0.004240011226851852,,,,
CVE-2025-64331,1.0,0.004240011226851852,,,,
CVE-2025-64330,1.0,0.004240011226851852,,,,
CVE-2025-64326,1.0,0.004240011226851852,,,,
CVE-2025-64196,1.0,0.004240011226851852,,,,
CVE-2025-64187,1.0,0.004240011226851852,,,,
CVE-2025-64183,1.0,0.004240011226851852,,,,
CVE-2025-64182,1.0,0.004240011226851852,,,,
CVE-2025-64181,1.0,0.004240011226851852,,,,
CVE-2025-64156,1.0,0.004240011226851852,,,,
CVE-2025-64153,1.0,0.004240011226851852,,,,
CVE-2025-64749,1.0,0.004240011226851852,,,,
CVE-2025-64748,1.0,0.004240011226851852,,,,
CVE-2025-64746,1.0,0.004240011226851852,,,,
CVE-2025-64717,1.0,0.004240011226851852,,,,
CVE-2025-64715,1.0,0.004240011226851852,,,,
CVE-2025-64703,1.0,0.004240011226851852,,,,
CVE-2025-64696,1.0,0.004240011226851852,,,,
CVE-2025-64657,1.0,0.004240011226851852,,,,
CVE-2025-64656,1.0,0.004240011226851852,,,,
CVE-2025-64650,1.0,0.004240011226851852,,,,
CVE-2025-64602,1.0,0.004240011226851852,,,,
CVE-2025-64527,1.0,0.004240011226851852,,,,
CVE-2025-64511,1.0,0.004240011226851852,,,,
CVE-2025-64460,1.0,0.004240011226851852,,,,
CVE-2025-64447,1.0,0.004240011226851852,,,,
CVE-2025-64380,1.0,0.004240011226851852,,,,
CVE-2025-65672,1.0,0.004240011226851852,,,,
CVE-2025-65621,1.0,0.004240011226851852,,,,
CVE-2025-65403,1.0,0.004240011226851852,,,,
CVE-2025-65380,1.0,0.004240011226851852,,,,
CVE-2025-65379,1.0,0.004240011226851852,,,,
CVE-2025-65267,1.0,0.004240011226851852,,,,
CVE-2025-65215,1.0,0.004240011226851852,,,,
CVE-2025-65202,1.0,0.004240011226851852,,,,
CVE-2025-65105,1.0,0.004240011226851852,,,,
CVE-2025-65082,1.0,0.004240011226851852,,,,
CVE-2025-64784,1.0,0.004240011226851852,,,,
CVE-2025-64783,1.0,0.004240011226851852,,,,
CVE-2025-64775,1.0,0.004240011226851852,,,,
CVE-2025-64762,1.0,0.004240011226851852,,,,
CVE-2025-64760,1.0,0.004240011226851852,,,,
CVE-2025-64755,1.0,0.004240011226851852,,,,
CVE-2025-66031,1.0,0.004240011226851852,,,,
CVE-2025-66030,1.0,0.004240011226851852,,,,
CVE-2025-66028,1.0,0.004240011226851852,,,,
CVE-2025-65966,1.0,0.004240011226851852,,,,
CVE-2025-65946,1.0,0.004240011226851852,,,,
CVE-2025-65881,1.0,0.004240011226851852,,,,
CVE-2025-65844,1.0,0.004240011226851852,,,,
CVE-2025-65840,1.0,0.004240011226851852,,,,
CVE-2025-65838,1.0,0.004240011226851852,,,,
CVE-2025-65836,1.0,0.004240011226851852,,,,
CVE-2025-65799,1.0,0.004240011226851852,,,,
CVE-2025-65798,1.0,0.004240011226851852,,,,
CVE-2025-65797,1.0,0.004240011226851852,,,,
