cve_id,cve_year,published_date,base_score,nvd_present,jvn_present,eu_present,kev_present,source_list,sources,source_count,cwe_list,nvd_published,lastmodified,nvd_base_score,cvss_baseseverity,cvss_vectorstring,cvss_attackvector,cvss_version,cvss_exploitability,cvss_impact,cwes,vendors,products,is_known_exploited,jvn_published,jvn_base_score,jvn_cvss_severity,eu_published,dateupdated,exploitedsince,eu_base_score,basescorevector,basescoreversion,epss,assigner,kev_published,duedate,knownransomwarecampaignuse,kev_listed,published,is_kev,desc_len,references_count,days_to_kev,repo_publication_lag,update_frequency,time_since_first_reference,cross_listing_count,cross_listing_std_days,cross_listing_variance,cwe_category,related_cwe_count,weakness_frequency,cwe_risk_factor,vendor_frequency,vendor_risk_factor,word_count,cvss_av,cvss_ac,cvss_pr,cvss_ui,cvss_s,cvss_c,cvss_i,cvss_a,cvss_v3_present,cvss_av_ord,cvss_ac_ord,cvss_pr_ord,cvss_ui_ord,cvss_s_ord,cvss_c_ord,cvss_i_ord,cvss_a_ord,epss_score,epss_percentile,epss_present,github_poc_count,exploitdb_present,metasploit_present,poc_present,poc_url_count,poc_any_present,first_poc_date,first_poc_lag_days,poc_within_30d,risk_score_xgb,risk_score_logreg,risk_score_rf,risk_score_pu,risk_score_kde,risk_score_base_only,base_only_auroc_train,base_only_auprc_train,base_only_auroc_test,base_only_auprc_test,kde_auroc_train,kde_auprc_train,kde_auroc_test,kde_auprc_test,xgb_auroc_train,xgb_auprc_train,xgb_auroc_test,xgb_auprc_test,logreg_auroc_train,logreg_auprc_train,logreg_auroc_test,logreg_auprc_test,rf_auroc_train,rf_auprc_train,rf_auroc_test,rf_auprc_test,pu_auroc_train,pu_auprc_train,pu_auroc_test,pu_auprc_test,train_prevalence,train_min_year_used,train_max_year_used,ablation_name
CVE-2008-0655,2008.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991964029653079,1.0,0.9992946500617996,0.8826215957387883,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2008-2992,2008.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Known,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991964029653079,1.0,0.9992946500617996,0.8826215957387883,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2008-3431,2008.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Unknown,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991964029653079,1.0,0.9992946500617996,0.8826215957387883,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-0557,2009.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-0563,2009.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-0927,2009.0,2022-03-25 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-25 00:00:00+00:00,2022-04-15 00:00:00+00:00,Unknown,,2022-03-25 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-1123,2009.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Unknown,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-1151,2009.0,2022-03-25 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-25 00:00:00+00:00,2022-04-15 00:00:00+00:00,Unknown,,2022-03-25 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-1862,2009.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-2055,2009.0,2022-03-25 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-25 00:00:00+00:00,2022-04-15 00:00:00+00:00,Unknown,,2022-03-25 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-3129,2009.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Unknown,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-3953,2009.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-3960,2009.0,2022-03-07 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-07 00:00:00+00:00,2022-09-07 00:00:00+00:00,Known,,2022-03-07 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2009-4324,2009.0,2022-06-08 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 00:00:00+00:00,2022-06-22 00:00:00+00:00,Unknown,,2022-06-08 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9991083076240618,1.0,0.9992193019832818,0.8774326637957216,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2010-0188,2010.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Known,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9990105642828396,1.0,0.9991359119053953,0.8729290214057066,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2010-0232,2010.0,2022-03-03 00:00:00+00:00,,0,0,0,,['KEV'],KEV,1,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03 00:00:00+00:00,2022-03-24 00:00:00+00:00,Unknown,,2022-03-03 00:00:00+00:00,1,0,0,0.0,,0.0,,0,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.9991248250007629,0.9990105642828396,1.0,0.9991359119053953,0.8729290214057066,,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
