cve_id,cve_year,published_date,base_score,nvd_present,jvn_present,eu_present,kev_present,source_list,sources,source_count,cwe_list,nvd_published,lastmodified,nvd_base_score,cvss_baseseverity,cvss_vectorstring,cvss_attackvector,cvss_version,cvss_exploitability,cvss_impact,cwes,vendors,products,is_known_exploited,jvn_published,jvn_base_score,jvn_cvss_severity,eu_published,dateupdated,exploitedsince,eu_base_score,basescorevector,basescoreversion,epss,assigner,kev_published,duedate,knownransomwarecampaignuse,kev_listed,published,is_kev,desc_len,references_count,days_to_kev,repo_publication_lag,update_frequency,time_since_first_reference,cross_listing_count,cross_listing_std_days,cross_listing_variance,cwe_category,related_cwe_count,weakness_frequency,cwe_risk_factor,vendor_frequency,vendor_risk_factor,word_count,cvss_av,cvss_ac,cvss_pr,cvss_ui,cvss_s,cvss_c,cvss_i,cvss_a,cvss_v3_present,cvss_av_ord,cvss_ac_ord,cvss_pr_ord,cvss_ui_ord,cvss_s_ord,cvss_c_ord,cvss_i_ord,cvss_a_ord,epss_score,epss_percentile,epss_present,github_poc_count,exploitdb_present,metasploit_present,poc_present,poc_url_count,poc_any_present,first_poc_date,first_poc_lag_days,poc_within_30d,risk_score_xgb,risk_score_logreg,risk_score_rf,risk_score_pu,risk_score_kde,risk_score_base_only,base_only_auroc_train,base_only_auprc_train,base_only_auroc_test,base_only_auprc_test,kde_auroc_train,kde_auprc_train,kde_auroc_test,kde_auprc_test,xgb_auroc_train,xgb_auprc_train,xgb_auroc_test,xgb_auprc_test,logreg_auroc_train,logreg_auprc_train,logreg_auroc_test,logreg_auprc_test,rf_auroc_train,rf_auprc_train,rf_auroc_test,rf_auprc_test,pu_auroc_train,pu_auprc_train,pu_auroc_test,pu_auprc_test,train_prevalence,train_min_year_used,train_max_year_used,ablation_name
CVE-2022-50367,2022.0,,7.8,1,0,0,,['NVD'],NVD,1,"[""CWE-416""]",,2025-12-10 18:23:41.373000+00:00,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,3.1,1.8,5.9,CWE-416,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-416,1,64.0,0.015625,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010440800106152892,0.003454252103450494,0.0,0.0046906429324545095,0.000801716231512412,7.8,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50370,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 19:28:32.627000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50372,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 15:46:10.847000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50373,2022.0,,4.7,1,0,0,,['NVD'],NVD,1,"[""CWE-362""]",,2025-12-11 15:46:25.990000+00:00,4.7,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.0,3.6,CWE-362,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-362,1,32.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.00165856396779418,0.0010641914090665388,0.0016666666666666668,0.0013878495599229622,6.192576102947811e-11,4.7,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50374,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-908""]",,2025-12-11 15:46:35.187000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-908,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-908,1,8.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0006809367914684117,0.002331933531451906,0.0,0.003130854281161844,6.097589001682726e-08,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50375,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""NVD-CWE-noinfo""]",,2025-12-11 18:19:41.440000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,NVD-CWE-noinfo,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.00370332901366055,0.004058947687914932,0.0,0.004810965004508455,5.449359341771568e-05,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50376,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 18:19:34.487000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50378,2022.0,,7.8,1,0,0,,['NVD'],NVD,1,"[""CWE-416""]",,2025-12-11 18:19:28.173000+00:00,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,3.1,1.8,5.9,CWE-416,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-416,1,64.0,0.015625,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010440800106152892,0.003454252103450494,0.0,0.0046906429324545095,0.000801716231512412,7.8,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50379,2022.0,,4.7,1,0,0,,['NVD'],NVD,1,"[""CWE-362""]",,2025-12-11 18:19:19.170000+00:00,4.7,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.0,3.6,CWE-362,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-362,1,32.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.00165856396779418,0.0010641914090665388,0.0016666666666666668,0.0013878495599229622,6.192576102947811e-11,4.7,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50380,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 18:19:10.857000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50381,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 18:19:04.640000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50382,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-667""]",,2025-12-11 18:18:57.397000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-667,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-667,1,7.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0006809367914684117,0.00236690394156757,0.0,0.0031796215535529245,6.233744808300742e-08,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50383,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 18:18:51.143000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50387,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 19:43:24.317000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50388,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 19:32:37.487000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50389,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 19:44:24.090000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50391,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 19:45:20.027000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50395,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 19:52:09.890000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50396,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 20:00:18.753000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50401,2022.0,,7.8,1,0,0,,['NVD'],NVD,1,"[""CWE-415""]",,2025-12-11 15:12:19.067000+00:00,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,3.1,1.8,5.9,CWE-415,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-415,1,9.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0006722762482240796,0.007813274576793055,0.0,0.010936012268213112,0.0010120177614968094,7.8,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50402,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 15:09:22.330000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50404,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-401""]",,2025-12-11 15:06:28.663000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-401,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-401,1,80.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0007977116268347624,0.0,0.0010274080299568478,3.5461229444360747e-10,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50405,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-476""]",,2025-12-11 15:04:48.433000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-476,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-476,1,94.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010233836947008967,0.0006474341312543861,0.0,0.000827097096782457,8.234862667528639e-11,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50406,2022.0,,7.8,1,0,0,,['NVD'],NVD,1,"[""CWE-787""]",,2025-12-11 15:04:13.867000+00:00,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,3.1,1.8,5.9,CWE-787,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-787,1,49.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0010440800106152892,0.004316912566323844,0.0,0.005911621795775045,0.0010921272363317214,7.8,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
CVE-2022-50407,2022.0,,5.5,1,0,0,,['NVD'],NVD,1,"[""CWE-674""]",,2025-12-11 15:01:30.803000+00:00,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,3.1,1.8,3.6,CWE-674,linux,linux_kernel,False,,,,,,,,,,,,,,,,,0,0,0,,,0.0,,1,,,CWE-674,1,9.0,0.0,,,0,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0.0006809367914684117,0.002297478610470257,0.0,0.00308283266094758,5.959227489387309e-08,5.5,0.5051527403559678,0.6956882136851537,0.6129969654128044,0.10898562291037675,0.9999959519676677,0.9999971843955804,0.9820778936533945,0.9560944273516655,0.9999951423612011,0.9999966237191804,0.9703698883768803,0.9473844430480076,0.9996518692194098,0.9997987303498489,0.9723308350734394,0.9484094413164458,1.0,1.0,0.9676562102560765,0.943191449633458,0.9997522604212544,0.9998461646310505,0.9721178815860302,0.9483773478309203,0.5891987605135015,0,2024,single
